Kids_First_Biospecimen_ID	Kids_First_Participant_ID	sample_id	ATRX_fpkm	DAXX_fpkm	TERT_fpkm	ATRX_fusion	DAXX_fusion	TERT_fusion
BS_R244Z0WX	PT_JPWVCTAJ	7316-1953	37.5	14.38	0	NA	NA	NA
BS_R439VVPK	PT_26V72ZXB	7316-3576	44.93	33.96	1.84	NA	NA	NA
BS_R4Y180DM	PT_NBSRQAMS	7316-1079	54.49	19.98	0.86	NA	NA	NA
BS_R5SNFB5B	PT_C2D4JXS1	7316-1746	43.7	12.25	0.29	NA	NA	NA
BS_R634WKN7	PT_7JQ24F35	7316-1681	44.98	21.81	0	NA	NA	NA
BS_R6WNEEE4	PT_EGGY1XC0	7316-2865	59.9	20.83	0.08	NA	NA	NA
BS_R7HZCZ8B	PT_0CRPE7YP	7316-2158	38.46	13.64	0	NA	NA	NA
BS_R7NTZR4C	PT_0MXPTTM3	A09410	10.92	33.99	0	NA	NA	NA
BS_R9B92M75	PT_1YQH5NSH	A20091	17.65	15.87	0.23	NA	NA	NA
BS_RB2S0KDF	PT_A9YAZJNN	7316-263	47.34	13.06	0.01	NA	NA	NA
BS_RCC8BXVE	PT_WWZ2Q14R	7316-3138	53.47	14.71	0.01	NA	NA	NA
BS_RCCN63K6	PT_RPC00TAJ	7316-231	36.68	26.98	0	NA	NA	NA
BS_RCFQ31XF	PT_3R0P995B	7316-873	51.1	11.99	0	NA	NA	NA
BS_RD4D5F9F	PT_NTEKMKTX	7316-1650	62.55	23.21	0.32	NA	NA	NA
BS_RFMQ7T0T	PT_E3Y5BBSF	7316-3071	39.14	22.13	0.03	NA	NA	NA
BS_RGPSEMHC	PT_3A2Q62RD	7316-2243	37.96	11.24	0	NA	NA	NA
BS_RGSMX7QD	PT_4EDBZRM2	7316-1952	39.14	10.53	0	NA	NA	NA
BS_RHD7XPNP	PT_JN3EN2HR	7316-2267	24.62	13.52	0	NA	NA	NA
BS_RQSKD7PN	PT_2E552BAR	7316-3066	37.12	16.09	0	NA	NA	NA
BS_RR12T74P	PT_DTP4MMRA	7316-1463	35.4	16.91	0	NA	NA	NA
BS_RRAEQZ97	PT_FXPJM0MW	7316-207	50.19	14	0	NA	NA	NA
BS_RSRPX3S8	PT_GR8P8NY5	7316-178	29.62	27.42	0.32	NA	NA	NA
BS_RVSEDNJ4	PT_HGHV85PZ	7316-2300	47.53	17.12	0	NA	NA	NA
BS_RWJZFTP9	PT_S0PBN4M7	7316-1805	45.85	14.7	0	NA	NA	NA
BS_RX1YTZ7F	PT_4XB3YTJM	7316-388	16.3	38.64	0.01	NA	NA	NA
BS_RXN5T5YT	PT_PR4YBBH3	7316-116	25.4	21.65	0.13	NA	NA	NA
BS_S0175QKX	PT_0NY38X3W	7316-1706	30.99	18.87	0.29	NA	NA	NA
BS_S1KK7XRH	PT_YJBPEF4V	7316-938	38.42	17.26	0.1	NA	NA	NA
BS_S1M423AB	PT_BRTVGGRK	7316-2893	87.55	17.06	1.1	NA	NA	NA
BS_S2TA8R29	PT_4A2H0KNR	7316-2599	41.55	15.19	0.08	NA	NA	NA
BS_S458NMKH	PT_S2SQJVGK	7316-442	52.12	12.19	0	NA	NA	NA
BS_S4V9E1XJ	PT_Y572BRC1	7316-2193	43.77	15.24	0	NA	NA	NA
BS_S50KQEXV	PT_MPRBGGEJ	7316-2172	40.48	11.86	0	NA	NA	NA
BS_S5P8VTN5	PT_858H7ABM	7316-903	42.04	21.59	0	NA	NA	NA
BS_S69QZAJR	PT_5JA1N2H4	7316-839	48.18	26.67	0.56	NA	NA	NA
BS_S6NJRR5W	PT_VTF65Y63	7316-3513	25.02	11.71	0	NA	NA	NA
BS_S6Q7NKA3	PT_9S6WMQ92	7316-333	38.56	26.49	0.76	NA	NA	NA
BS_S6S7SK3P	PT_37B5JRP1	7316-2554	54.39	13.19	0	NA	NA	NA
BS_S71RJ8DH	PT_E6FTW238	7316-3890	58.91	17.67	1.59	NA	NA	NA
BS_S7CZY2CH	PT_BXXZE0CQ	7316-381	38.3	20.52	0	NA	NA	NA
BS_S9929Z8B	PT_AWMZ12NP	7316-2216	31.25	15.13	0	NA	NA	NA
BS_SAA624A4	PT_EG7PH32E	7316-2144	3.69	1.1	0.01	NA	NA	NA
BS_SB12W1XT	PT_3AWKWXEV	7316-85	41.86	25.11	0	NA	NA	NA
BS_SBFNFZ8B	PT_1EB5KHZX	7316-1076	48.35	9.41	0.01	NA	NA	NA
BS_SD8YBRBR	PT_TPDB1WC8	7316-2777	57.02	56.44	13.67	NA	NA	NA
BS_SDA4RMMG	PT_EW604JB3	7316-1134	38.6	15.81	0	NA	NA	NA
BS_SDCNP7MW	PT_3KWSRWZN	7316-2648	35.36	7.83	0	NA	NA	NA
BS_SDZY6RZ3	PT_5GQ76YZJ	7316-168	37.55	13.15	0.06	NA	NA	NA
BS_SES41DAX	PT_GKSABESN	7316-3485	37.29	11.8	0.01	NA	NA	NA
BS_SFKZSJN1	PT_409Y4N1N	7316-84	48.12	12.33	0	NA	NA	NA
BS_SFRQXM76	PT_DPVW4M1W	7316-2271	13.9	16.54	0.96	NA	NA	NA
BS_SHJA4MR0	PT_Z4BF2NSB	7316-161	64.12	31.68	0.05	NA	NA	NA
BS_SHMC4902	PT_TPSMT960	7316-400	39.36	18.18	0	NA	NA	NA
BS_SKGJ5SY9	PT_D1WJ3BJX	7316-358	67.31	15.59	0.23	NA	NA	NA
BS_SM8VQFPD	PT_5KP2E0DS	7316-3936	54.02	17.78	0.14	NA	NA	NA
BS_SNVM7CZT	PT_H2HT2WQX	7316-619	15.84	31.02	0	NA	NA	NA
BS_SQX5E15Z	PT_1N6ATKJS	7316-2725	47.14	17.81	0	NA	NA	NA
BS_SXCZ3CXN	PT_CMB6TASJ	7316-505	32.31	13.24	0	NA	NA	NA
BS_SXRS2P6T	PT_7YGZ526E	7316-1978	43.9	17.07	0	NA	NA	NA
BS_T0RKFEKR	PT_AYVKQZRB	7316-612	31.32	14.16	0	NA	NA	NA
BS_T1DVKKJB	PT_JP1FDKN9	7316-2959	34.75	17.1	0.6	NA	NA	NA
BS_T1QMEH1N	PT_EXJAEW1M	7316-188	19.96	13.83	0	NA	NA	NA
BS_T1W4JA94	PT_QT9T89S5	7316-297	45.01	12.27	0	NA	NA	NA
BS_T1YHK6B7	PT_DNH1VP67	7316-1062	31.64	22.89	0.36	NA	NA	NA
BS_T2QPMZCM	PT_6VJ5PNKS	7316-2174	51.28	14.36	0	NA	NA	NA
BS_T3DGY9J9	PT_JSFBMK5V	7316-392	14.83	20.72	0	NA	NA	NA
BS_T3H5AY8A	PT_KMHGNCNR	7316-350	15.29	15.6	0.11	NA	NA	NA
BS_T4JFN54G	PT_8XZY6MM1	7316-957	34.42	11.5	0	NA	NA	NA
BS_T4P3J13C	PT_N9KYV4WB	7316-749	47.72	12.28	0.01	NA	NA	NA
BS_T55Y4Z0Y	PT_VBNP6JFB	7316-1095	27.97	16.98	0.01	NA	NA	NA
BS_TA9WP4TH	PT_B7QRTN72	7316-1802	46.75	16.32	0.56	NA	NA	NA
BS_TAHV8N04	PT_KCTZZA3G	7316-216	39.34	14.61	0	NA	NA	NA
BS_TBWYAFSM	PT_625X34JX	7316-2170	29.56	12.12	0	NA	NA	NA
BS_TCGEZJ5F	PT_W17NV5YG	7316-2106	43.06	15.99	0	NA	NA	NA
BS_TD1ZEQ7R	PT_MRTHX2AQ	7316-23	23.43	17.76	0.62	NA	NA	NA
BS_TDEFAPNH	PT_GYJ97915	7316-1093	35.83	10.46	0.07	NA	NA	NA
BS_TE0GVDNG	PT_2FK75B27	7316-1700	79.44	14.41	0.23	NA	NA	NA
BS_TG93XC55	PT_DDFAZ345	7316-321	46.95	10.72	0.04	NA	NA	NA
BS_TGS109T3	PT_18QG3Z4H	7316-1052	68.67	20.42	0	NA	NA	NA
BS_TGW6HC4X	PT_X0FPPTMT	7316-280	73.04	11.74	0	NA	NA	NA
BS_THSPSG2Z	PT_M0FVZ88D	7316-1986	38.15	10.18	0	NA	NA	NA
BS_TJTEF70D	PT_MDWPRDBT	7316-895	39.34	8.75	0.01	NA	NA	NA
BS_TK84K675	PT_MDWPRDBT	7316-2751	33.9	9.4	0.03	NA	NA	NA
BS_TM9MH0RP	PT_59D00MBQ	7316-1937	29.4	13.47	0	NA	NA	NA
BS_TMTV769C	PT_8FWP7BR3	7316-449	53.08	12.68	0	NA	NA	NA
BS_TNRHHYNC	PT_S8E3281G	7316-2138	7.53	6.8	0	NA	NA	NA
BS_TQ5QHR17	PT_M7NFAC5G	7316-2329	29.61	8.62	0	NA	NA	NA
BS_TRKH2SPE	PT_RA6AGBA7	7316-461	30.19	19.13	0.19	NA	NA	NA
BS_TV5B86ZD	PT_9BZETM0M	7316-158	2.2	22.51	0	NA	NA	NA
BS_TW8DQH8J	PT_9S6WMQ92	7316-278	49.25	14.39	0.13	NA	NA	NA
BS_TXY8QYWA	PT_H876VB6R	7316-1806	31.41	15.35	0.14	NA	NA	NA
BS_TXZ7KHTQ	PT_VWZZTK38	7316-1844	15.52	9.89	0	NA	NA	NA
BS_TYAYZ9ZW	PT_NV584F7Q	7316-3192	60.87	19.78	0.35	NA	NA	NA
BS_TYKJ8G2G	PT_EYWDFKA7	7316-30	48.25	15.92	0	NA	NA	NA
BS_TZ5D0A7R	PT_8SDJXNFR	7316-3755	44.57	13.09	0.46	NA	NA	NA
BS_TZVFR600	PT_RFB07MZS	7316-2107	79.98	16.96	1.64	NA	NA	NA
BS_V0Q1G94N	PT_Y572BRC1	7316-485	46.59	9.87	0	NA	NA	NA
BS_V3REENH9	PT_P9RT6693	7316-2566	38.61	12.46	0	NA	NA	NA
BS_V3Z3DB4N	PT_PF9EC93Q	7316-3765	34.9	16.46	0.01	NA	NA	NA
BS_V4W81SFC	PT_W17NV5YG	7316-2079	28.65	13.05	0	NA	NA	NA
BS_V72GX2AZ	PT_V07ZH5JS	7316-472	47.14	11.09	0	NA	NA	NA
BS_V72H4RQS	PT_KN25EYMG	7316-2309	62.09	14.86	3.97	NA	NA	NA
BS_V7BJM89K	PT_94EHCMXA	7316-217	36.82	11.95	0.08	NA	NA	NA
BS_V89HGTET	PT_N9CGVG02	7316-2197	43.22	13.21	0	NA	NA	NA
BS_V96WVE3Z	PT_H3WWDMW9	7316-2118	47.77	26.86	0.81	NA	NA	NA
BS_V9HVBBDW	PT_CTSQ5FHH	7316-438	67.97	18.69	1.93	NA	NA	NA
BS_VA5T4KAA	PT_2ZTXV44P	7316-310	82.37	15.29	0.49	NA	NA	NA
BS_VAAHBH60	PT_GH27VJBD	7316-2266	67.47	22.54	5.96	NA	NA	NA
BS_VARR255N	PT_W3FSA7NH	7316-3522	29.62	17.29	0	NA	NA	NA
BS_VF5XWFXD	PT_JNEV57VK	7316-2594	45.06	22.98	0.01	NA	NA	NA
BS_VJ2S5DVS	PT_MT27S7S4	7316-1969	61.45	16.82	0.15	NA	NA	NA
BS_VJAC9H58	PT_SABHZ7XX	7316-3029	49.41	13.07	0	NA	NA	NA
BS_VJVDJABP	PT_XX2VW3D9	7316-96	49.33	15.91	0.07	NA	NA	NA
BS_VMEX27TN	PT_5AF1501D	7316-309	82.84	17.73	0	NA	NA	NA
BS_VMMJYN8Z	PT_WY8REZ3P	7316-1783	41.02	10.06	0	NA	NA	NA
BS_VMQMGSJY	PT_63F63QY0	7316-3521	29.73	22.69	0.25	NA	NA	NA
BS_VNE0ZPBS	PT_F9F3E8YR	7316-3519	30.78	11.98	0.07	NA	NA	NA
BS_VNK9XYV9	PT_WYR1DVHX	7316-1950	36.2	18.44	0.01	NA	NA	NA
BS_VNWKNRY4	PT_EB0D3BXG	7316-3311	100.6	27.63	2.21	NA	NA	NA
BS_VP3C8WZT	PT_962TCBVR	7316-391	40.59	15.34	0	NA	NA	NA
BS_VP5Y45Z7	PT_YMN5GV47	7316-658	50.54	13.29	0	NA	NA	NA
BS_VPBMDMQX	PT_STRDJQ01	7316-1038	56.82	24.36	0.16	NA	NA	NA
BS_VPMKHW9X	PT_WPYCXMDA	7316-3891	33.5	9.79	0	NA	NA	NA
BS_VPNXJE2S	PT_V5ASTHRH	7316-3892	35.12	28.86	2.48	NA	NA	NA
BS_VR7FR1NE	PT_6MWPJ96F	7316-1928	38.91	15.44	0	NA	NA	NA
BS_VT6C6N6K	PT_1NZGDP3P	7316-1104	43.06	21.14	0.12	NA	NA	NA
BS_VTJ9ESSV	PT_MA0J8DSN	7316-39	56.96	12.2	0	NA	NA	NA
BS_VVFBW0YH	PT_7QKGGMKV	7316-347	74.78	22.73	1.63	NA	NA	NA
BS_VVTHDRBD	PT_Y76A7PBA	7316-2288	42.09	20.41	0.41	NA	NA	NA
BS_VW85Q4XJ	PT_2YT37G8P	7316-2962	39.79	13.29	0.01	NA	NA	NA
BS_VXEFKW5P	PT_S4YNE17X	7316-234	48.75	17.95	0	NA	NA	NA
BS_VXHWZJDC	PT_5X061J42	7316-2149	42.55	17.12	6.14	NA	NA	NA
BS_W1385R8Y	PT_Y585X1BS	7316-622	13.98	52.06	0.06	NA	NA	NA
BS_W18SF91A	PT_HBT0C66Y	7316-3149	37.56	13.95	0	NA	NA	NA
BS_W311713R	PT_JEA0AEMZ	7316-2169	89.36	21.71	5.36	NA	NA	NA
BS_W36RZSFA	PT_7TRGHZBK	7316-431	41.22	13.74	0.05	NA	NA	NA
BS_W3R88RFP	PT_2ECVKTTQ	7316-173	44.5	14.75	0	NA	NA	NA
BS_W41S7B55	PT_NGDW8WVP	7316-1704	38.72	14.41	0.12	NA	NA	NA
BS_W4DB5RP1	PT_XKVFVBY4	7316-550	42.04	17.08	1.77	NA	NA	NA
BS_W4H1D4Y6	PT_X7HC5YCY	7316-255	20.75	35.6	0.62	NA	NA	NA
BS_W4HGV6E7	PT_2C63FJAM	7316-3040	32.71	11.64	0	NA	NA	NA
BS_W60RQAKK	PT_CSZ9QA1N	7316-371	52.27	17.34	0	NA	NA	NA
BS_W644VEVE	PT_XA98HG1C	7316-3023	52.37	29.74	5.57	NA	NA	NA
BS_W6AC5J3C	PT_16EJ7BZ9	7316-1938	31.25	12.45	0	NA	NA	NA
BS_W72364MN	PT_PKCTFSV2	7316-242	39.15	11.93	0	NA	NA	NA
BS_W7FP2G3F	PT_GERCQ0JG	7316-3520	26.71	15.43	0	NA	NA	NA
BS_W7MFJZ5A	PT_C5FKRB1P	A14565	16.65	27.6	0	NA	NA	NA
BS_W80TJC27	PT_R6WWH1QX	7316-423	33.38	15	0.19	NA	NA	NA
BS_W97QQYKQ	PT_GKWWWJ0X	7316-1071	42.55	17.31	0.05	NA	NA	NA
BS_W9AT0MR7	PT_8RB3EKNP	7316-4028	73.45	15.32	1.32	NA	NA	NA
BS_W9N9844Q	PT_3CHB9PK5	7316-515	21.28	27.03	0.04	NA	NA	NA
BS_WAXJY4XQ	PT_8GN3TQRM	7316-2069	45.87	16.24	0.28	NA	NA	NA
BS_WCRKYV0T	PT_GVDMG7KC	7316-152	43.31	9.67	0.06	NA	NA	NA
BS_WE3Q8A73	PT_GY99ZJHV	7316-1654	27.34	8.73	0	NA	NA	NA
BS_WFD0GE5X	PT_WKNKNYHH	7316-1107	40.38	11	0	NA	NA	NA
BS_WG203ECV	PT_962TCBVR	7316-896	37.02	15.41	0	NA	NA	NA
BS_WGK8ZMVA	PT_DNAJYFZT	7316-4035	53.9	15.45	0.08	NA	NA	NA
BS_WH5HDE0A	PT_H3WWDMW9	7316-737	71.03	23.66	0.02	NA	NA	NA
BS_WH8G4VFB	PT_R4T1V1K4	7316-3206	29.56	17.63	0.03	NA	NA	NA
BS_WJ9H4NZZ	PT_8GN3TQRM	7316-2091	46.78	21.9	0.12	NA	NA	NA
BS_WJGFDRWK	PT_PJFTMJ6H	7316-2150	53.31	23.1	0.07	NA	NA	NA
BS_WKESC3XN	PT_1H2REHT2	7316-3303	43.88	20.57	0.05	NA	NA	NA
BS_WMEHNDSK	PT_B54PH840	7316-2707	43.42	49.25	1.4	NA	NA	NA
BS_WRHDP7WF	PT_FHDZNN40	7316-405	39.73	13.77	0.01	NA	NA	NA
BS_WRQHPSXQ	PT_4159VCJY	7316-389	39.66	19.45	0.01	NA	NA	NA
BS_WSQMAA33	PT_92YX7KK9	7316-1785	27.84	25.23	0.59	NA	NA	NA
BS_WV0S8N4M	PT_32J909WM	7316-2688	46.87	16.98	0.1	NA	NA	NA
BS_WVS02TZK	PT_NNZQ09SH	7316-1109	50.09	18.27	0	NA	NA	NA
BS_WVW3W6ZB	PT_M1RYN7B0	7316-1781	45.23	30.52	0.19	NA	NA	NA
BS_WWKNJSJ5	PT_RJ1TJ2KH	7316-3680	25.19	14.62	1.66	NA	NA	NA
BS_WYERXS4G	PT_46F28BFH	7316-1799	31.59	9.25	0	NA	NA	NA
BS_WYG77VVP	PT_DH8A0SNQ	7316-3057	30.97	14.48	0.13	NA	NA	NA
BS_X0F9AYEC	PT_Y8HSH496	7316-196	42.81	14.35	0	NA	NA	NA
BS_X0XXN9BK	PT_Z4BF2NSB	7316-161	10.61	48.37	0.02	NA	NA	NA
BS_X16PENSA	PT_50ZFWMZE	7316-1942	40.98	15.13	0.01	NA	NA	NA
BS_X23724NJ	PT_Y8RNS9JE	7316-1656	23.68	23.9	0.04	NA	NA	NA
BS_X2QTK3QD	PT_T2M1338J	7316-2588	29.21	11.79	0	NA	NA	NA
BS_X4DD4KSZ	PT_A06JR0E5	A17096	21.97	23.54	0.19	NA	NA	NA
BS_X4X1SFSE	PT_VVCN8DXT	7316-71	36.58	10.07	0.74	NA	NA	NA
BS_X59HSFGG	PT_CB1XPA3W	7316-1767	37.5	19.62	0.01	NA	NA	NA
BS_X67GTEM6	PT_F9G665B1	7316-1886	38.06	12	0.06	NA	NA	NA
BS_X91K8KMG	PT_1TGKS073	7316-1659	46.29	15.81	0	NA	NA	NA
BS_X9EGD530	PT_YGN06RPZ	7316-2204	32.39	12.23	0	NA	NA	NA
BS_XBQZYS8G	PT_W7FK539G	7316-76	44.09	35.13	2.05	NA	NA	NA
BS_XF0ZX2B3	PT_GAM3E6M3	7316-872	26.61	14.97	0.02	NA	NA	NA
BS_XG0DBWVT	PT_Y660CKCB	7316-3122	26.34	17.63	0	NA	NA	NA
BS_XGDPK33A	PT_G16VK7FR	A19649	18.67	26.21	0.33	NA	NA	NA
BS_XGSA3GQE	PT_HV6C0T34	7316-3062	45.82	15.3	0	NA	NA	NA
BS_XHCYEE2S	PT_NEB4WEAT	7316-3020	35.53	18.71	0	NA	NA	NA
BS_XJTW0P8P	PT_6DB7B9WV	7316-3317	64.83	11.24	0	NA	NA	NA
BS_XKKB4MZV	PT_RV0RDER2	7316-262	52.62	17.5	0	NA	NA	NA
BS_XM1AHBDJ	PT_7P6J57H3	A12911	0.86	8.8	0	NA	NA	NA
BS_XQ5SFW35	PT_N32BYY8A	7316-89	37.34	19.12	0	NA	NA	NA
BS_XQYHPBFS	PT_AZQ230WT	7316-443	38.86	12.37	0	NA	NA	NA
BS_XZM79E42	PT_2JDDX6TJ	7316-409	2.55	18.41	0.01	NA	NA	NA
BS_XZTV0J8W	PT_HJMP6PH2	7316-185	58.74	14.81	0.27	NA	NA	NA
BS_Y08D5P8N	PT_H024RK87	7316-104	21.76	10.57	0	NA	NA	NA
BS_Y0PCBNJV	PT_S2CXXZCF	7316-643	50.61	13.73	0	NA	NA	NA
BS_Y3G1X98S	PT_7M2PGCBV	7316-3312	34.65	13.67	0	NA	NA	NA
BS_Y7F9E2E9	PT_ZZTQQVCT	7316-2723	36.46	9.98	0	NA	NA	NA
BS_Y8D1F5WW	PT_ABMAQYY2	7316-842	62.09	23.35	0.01	NA	NA	NA
BS_YA8RBGD8	PT_F27SA15G	7316-1661	52.21	17.34	0.01	NA	NA	NA
BS_YB07VF1X	PT_HFQNKP5X	7316-2935	25.48	13.88	1.23	NA	NA	NA
BS_YB2RXRHT	PT_H45M7M2T	7316-3074	49.92	13.55	0.01	NA	NA	NA
BS_YBJBSRHV	PT_9CSZBV2P	7316-1473	26.97	42.66	0.13	NA	NA	NA
BS_YCREDZTJ	PT_N3HVMV06	7316-2075	27.14	18.29	0	NA	NA	NA
BS_YDEVMD24	PT_NK8A49X5	A08692	7.44	18.57	0	NA	NA	NA
BS_YE1MAQYJ	PT_ZZRBX5JT	7316-3319	29.74	14.11	0.06	NA	NA	NA
BS_YEB88D32	PT_N56EYD4Z	7316-3857	89.27	15.85	1.23	NA	NA	NA
BS_YEQVW4ND	PT_NA8NZ0BN	7316-2135	43.51	12.13	0.01	NA	NA	NA
BS_YETBN0RQ	PT_17NG0KW3	7316-1945	62.68	10.35	0.03	NA	NA	NA
BS_YEW22W35	PT_9N0SR1D7	7316-249	16.17	24.42	0.02	NA	NA	NA
BS_YG0A13JH	PT_2FVTD0WR	7316-2897	19.44	39.41	0	NA	NA	NA
BS_YH05F9DB	PT_YVG4H0F1	7316-3070	27.93	19.06	0.01	NA	NA	NA
BS_YK6VQ9SJ	PT_57YP9ABV	7316-1070	62.91	24.46	0.01	NA	NA	NA
BS_YMAJC22S	PT_ZMKMKCFQ	7316-2753	51.54	11.88	0.01	NA	NA	NA
BS_YNEQJ6AH	PT_NS1F6DT8	7316-3048	61.81	14.5	0	NA	NA	NA
BS_YVMEEBKC	PT_DMHFS0HX	7316-3055	45.29	15.94	0	NA	NA	NA
BS_YY5B2XDD	PT_1KEER2Q1	7316-460	32.98	14.61	0	NA	NA	NA
BS_YZ2Z1Q6Y	PT_TH18S0JQ	7316-3068	52.02	25.93	0	NA	NA	NA
BS_Z0AVVB1V	PT_SJEG0MKD	7316-146	28.46	13.22	0.01	NA	NA	NA
BS_Z1A875MW	PT_D9NTSYSC	7316-3064	48.02	15.95	0	NA	NA	NA
BS_Z28VKGNS	PT_GSSQYQKV	7316-3028	23.47	12.25	0.01	NA	NA	NA
BS_Z2NWPQKF	PT_YY7CRV21	7316-215	38.4	10.52	0	NA	NA	NA
BS_Z3RCA1T9	PT_C9YDTZPA	A15726	22.68	22.36	0.45	NA	NA	NA
BS_Z45HD492	PT_T3REPTTC	7316-3488	51.79	20.56	0.86	NA	NA	NA
BS_Z6BWR941	PT_YJGTKDV0	7316-1683	45.75	12.63	0	NA	NA	NA
BS_Z6MC4N8D	PT_3PSG2DQT	7316-1111	34.03	17.57	0.01	NA	NA	NA
BS_Z72QAZC7	PT_HJA1ZYS1	7316-2939	26.64	20.74	0.03	NA	NA	NA
BS_Z7890YNR	PT_99S5BPE3	7316-451	58.36	17.03	4.21	NA	NA	NA
BS_Z7G68ZS2	PT_5SNX4PMK	7316-171	28.56	10.11	0.24	NA	NA	NA
BS_Z7PKVY9J	PT_M0AP3Z15	7316-14	49.28	10.87	0.05	NA	NA	NA
BS_Z7Y2466H	PT_9B6KWJT2	7316-1226	48.32	17.46	0	NA	NA	NA
BS_Z85M2R3N	PT_QJ3144WH	7316-3204	21.34	9.08	0	NA	NA	NA
BS_Z8F3GM85	PT_FZP24XYK	7316-1060	25.8	21.23	0	NA	NA	NA
BS_Z8YZ6QGS	PT_S0Q27J13	7316-2307	18.85	16.9	0	NA	NA	NA
BS_Z9ZS6ZS2	PT_QQ9JGEY9	7316-356	29.26	11.19	0	NA	NA	NA
BS_ZA9XT151	PT_WP871F5S	7316-1766	16.3	9.02	0.02	NA	NA	NA
BS_ZD5HN296	PT_89XRZBSG	7316-445	17.41	18.54	0	NA	NA	NA
BS_ZF34SJGN	PT_7KTAH3RD	7316-2671	36.95	14.27	0	NA	NA	NA
BS_ZF6BSFNF	PT_NWYSD53S	A15170	13.7	17.39	0	NA	NA	NA
BS_ZH1FBX50	PT_7JQ24F35	7316-1674	40.55	8.78	0.03	NA	NA	NA
BS_ZHHAM3AN	PT_J06X17XH	7316-3628	39.05	14.54	0.08	NA	NA	NA
BS_ZJZXDPTP	PT_VREE80NP	7316-3776	62.27	14.99	0	NA	NA	NA
BS_ZN8136D9	PT_AYZA2WCW	7316-197	42.54	7.78	0	NA	NA	NA
BS_ZQ76ZBEX	PT_VJBVXB08	7316-155	6.27	24.84	0	NA	NA	NA
BS_ZQKGJD70	PT_VBG3Z18B	7316-512	22.03	27.9	0.42	NA	NA	NA
BS_ZR96A4FH	PT_E546ZRXA	7316-952	31.04	7.4	0.01	NA	NA	NA
BS_ZRM0W01M	PT_EYZ25B99	7316-470	56.3	10.84	0	NA	NA	NA
BS_ZTWGFWTX	PT_TEBD1SES	7316-3054	34.59	14.7	0	NA	NA	NA
BS_ZV1P6W9C	PT_ZVYRFGEN	7316-1068	31.11	17.42	0	NA	NA	NA
BS_ZV68CES9	PT_F0N89D15	7316-3756	39.35	13.3	0.05	NA	NA	NA
BS_ZV9Z3SY6	PT_S3FJSBJT	7316-1794	40.18	14.03	0	NA	NA	NA
BS_ZVWE73JZ	PT_59D00MBQ	7316-1936	40.05	17.7	0	NA	NA	NA
BS_ZVX2GRD6	PT_RKECV80K	7316-9	53.79	19.72	0	NA	NA	NA
BS_ZVZDDW2G	PT_E3ADF4ZB	7316-2664	31.97	14.63	0	NA	NA	NA
BS_ZWR9W4FX	PT_4RJ2EATN	7316-1653	33.12	14.42	0	NA	NA	NA
BS_ZXYDSBM9	PT_R63RHJWX	7316-739	43.26	15.32	1.02	NA	NA	NA
BS_ZZMYDZJW	PT_5M8A47WW	7316-436	46.14	14.42	0	NA	NA	NA
BS_ZZPBANDD	PT_9YNQJZ5G	7316-1941	61.87	10.99	0.01	NA	NA	NA
BS_ZZWMD6FA	PT_RGX23JFP	7316-2901	50.96	14.32	0	NA	NA	NA
